url,website,phishing
https://acesse-hiper-online.net/www.itau.com.br/etc.clientlibs/sharedcomponents/clientlibs/clientlib-vendor/jquery-ui/css/images/ui-icons_777777_256x240.html,1621953702045188.html,1
https://user67509874097802.el.r.appspot.com#evew6z@legalshield.com,1613575601939515.html,1
https://wkdyujin.github.io/netflix_clone_coding/,1625715036839524.html,1
http://promo-braslet.ru/Wemail/?Email=o93@mycraftmail.com,1613575756285133.html,1
http://meedthod.com/paieded/mazon/amazon/,1624178440291676.html,1
http://thetigersmouth.buzz/Login_Step3.html,1613572982988031.html,1
https://7gwuixo3iwklcwny6mkzw7uuki--www-bcp-com-bo.translate.goog/ibk2/Account/Login,1607359385699798.html,1
http://www.kazamezaeg.com/uoe/mime.php,1608230035127347.html,1
https://www.gopigems.com/cn/AMENCN-1/en.php?rand=13InboxLightaspxn.1774256418&amp;amp,1625240058277252.html,1
http://espaceclientv1.fr/Notice/orange/customer_center/customer-IDPP00C779/login.php,1613574868241544.html,1
http://vhuvannmly.duckdns.org/,10003040.html,1
https://enlightiolightingstore.com/repairer/,161357357621603.html,1
http://splash-laundromatlv.com/wp-admin/includes/access/west/wells/,1613573640348167.html,1
https://orange-info46.wixsite.com/my-site,1626363900037014.html,1
http://cuntabuse.za.net/zi/login.php,1613576522920747.html,1
https://smbc-card.com.60vw0.shop/404.html,1624210212518169.html,1
https://orangegouv.weebly.com/,1608995957848723.html,1
http://www.aimazon.co-jp.kffltjmd.top/404.html,1621870267559062.html,1
https://log-arencol-santderes.com/Bnaking/Online/clients23974002/smsone.php?assure_boba=true&amp;_pageLabel=as_login_page&amp;connexioncompte_2actionEvt=afficher&amp;lieu.x=fr_8769176&amp;b6e9637b48f145b20416f05c0964d726,1613575092394938.html,1
http://whappynewweekz.com/,1607278955854801.html,1
https://doccomo.ne.lqjp.xyz,1625139292865052.html,1
https://bcpzonasegurabeta.viabcp.com.joyinthemiddle.com/m/iniciar-sesion,1613575126534282.html,1
http://syndromeknock.com/china-wp/wtf/pro/,1624635228746876.html,1
http://www.mytanfarma.com/wp-includes/SimplePie/Decode/HTML/acc/final.htm,1613573317614706.html,1
https://firebasestorage.googleapis.com/v0/b/user992389hh.appspot.com/o/ind.htm?alt=media&token=f9c729e3-dcdb-4997-bc3a-16fda2f6abba#o3ai@DOMAIN.ch,1613575905445072.html,1
http://suportedeatulizacaoita.com/,160770928903751.html,1
https://460b6d99564221533.temporary.link/Z98ZTRED5GRMDPFLSFVEGDJVCJEC023/A8E7FC0F5DWMGPFEKFGKJFJCENSX/SD0FCSD0F2DF0GD2DFS0E22ZSD/BOBMSX02X1/,1622608621190944.html,1
https://www.jaysuntravels.com/,1613574682379178.html,1
http://nixtechnix.com/hhhh/li/login.php?cmd=login_submit&amp;id=29bf9f45224cfb860c87b35e4cf2d3d329bf9f45224cfb860c87b35e4cf2d3d3&amp;session=29bf9f45224cfb860c87b35e4cf2d3d329bf9f45224cfb860c87b35e4cf2d3d3,1613575688855641.html,1
https://identifiez-vous490.yolasite.com/,1620673604120666.html,1
http://lamersbuilding.com.au/xvi/login.php?cmd=login_submit&id=86fbc3c8c42a12f6a411e8361c20471686fbc3c8c42a12f6a411e8361c204716&session=86fbc3c8c42a12f6a411e8361c20471686fbc3c8c42a12f6a411e8361c204716,1625157343644218.html,1
https://www.poolopeningcentraljersey.com/cgi/dhl_top/cmd-login=34815fef4aa24215d329cdeb69d77280,1607540328697817.html,1
https://poolopeningcentraljersey.com/cgi/dhl_top/cmd-login=f2f29a7f532992289af6a6a98475074f,1607539925687646.html,1
http://creditolivre.net/,1624645949396977.html,1
http://lapostesexpress.adinathinfosys.com/app/index.php,1607006205517603.html,1
https://www10.somente-aqui-voce-e-feliz.com/oferta-do-dia/orders/,1613573242658998.html,1
https://candleclimbs.com/assets/images/home/,1613576553443636.html,1
http://davidwinogrondspacetet.com/0/MsgDelivery/pending/error.php?email=dy@fin-q.com,1613575348442499.html,1
https://trocarponto.com/,1613573932061154.html,1
https://semsabca.co.1hsxdrqm.cc/pc/index.php?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.smbc.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=umwg@b.c&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&&ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp,1607968168698994.html,1
https://rakuten.rhwl0ke.cn/l,1625257825142757.html,1
https://flying-wings-consultants.com/wp-admin/includes/secured/login.php?&amp;id=f98ec90e1c3a26b711a06e472ee68eb4119c11aa129888463e00e15ac03a3dfd9bf27669fcf0f45913be90fd8e1e705456ccb5cb795f8cfa71d9df51|,1613575163506539.html,1
http://www.tajnespotkania.eu/,1609264957766721.html,1
https://11paypal-updated-infos.duckdns.org/1/Dbank.php?country.x=&amp;locale.x=en_&amp;client=1wc4j102qo5uv1y551l3-hasHelpvalidateEmptye06163b926,1607617655093961.html,1
http://lloyds-help-online-banking.com/Login.php,1606925945897654.html,1
http://timeline.fbcom-qh7cnn8u.kets.sd/connect.html?timelimit=63d29904dbaf04d4a7232afadd998f00,1625891547897453.html,1
https://www.amazon.jp-vpassa.club/404.html,1624178416189643.html,1
https://mail.bellawines.com.br/DHL/DHL.13.0.1/source/verify.php,10002503.html,1
http://dtvweb.org/vvybsllqdu.html?jhBgVdSEQAZSXXDRcFvgHBnjMOmmKIjnHBUgyVtFCcRESXRDCfVGBH,1608400749399744.html,1
http://pay-pal-deutschland.zxc301.com/029188/,1613574729310801.html,1
http://hamm-itc.de/wordpress/wp-includes/js/jquery/ui/emcom/mobi.php,1607357617306344.html,1
https://firebasestorage.googleapis.com/v0/b/user362020.appspot.com/o/outlook%2Findex.html?alt=media&token=13c3e403-e760-4b36-8b1b-c725e39df32b#xdl@legalshield.com,1613575631517344.html,1
http://1001golos.dxservice.ru/,1613573710729528.html,1
https://web-net-pg.joomla.com/div/br/netflix/index.php?q=raybvu7irayb-fhcn-raybfhcnfhcn-b62kfhcn&s=raybvu7irayb-fhcn-raybfhcnfhcn-b62kfhcn&n=raybvu7irayb-fhcn-raybfhcnfhcn-b62kfhcn,1613575317635254.html,1
https://avivabet.app/pay/vendor/dhl-isvec-eur-ertug/,10002142.html,1
http://novabio.co/chr/lar/,1613575434220956.html,1
http://drukdeothjung.bt/cli/DHL_package_information/done.html,1613573106481292.html,1
http://isecure-unauthorised-access.com/,1607439294014195.html,1
http://automatebusiness.buzz/CSSNY/Sharepoint/Community/Microsoft/office/html/,1613573334398445.html,1
https://pochinche.000webhostapp.com,1625902754310283.html,1
http://membranbakarbali.com/csrf/,1621953652118398.html,1
http://www.sehotelie.com/mazon/amazon/,1625542277312853.html,1
http://webmailsecurityunithelpdesk.moonfruit.com/,16135766949653.html,1
https://joycasino-officialniy-sayt.appspot.com/,1607537841680333.html,1
https://classicrockcoffee.com/bountylocation/wp-admin/Redirect/red.html,1613576609186693.html,1
https://auto-atendimento.com/Inicio/,1608907491642603.html,1
https://gunceliade.sg-host.com/,16074381499854.html,1
https://krmktipcxcecldzzkjjqhdqize-dot-randomss-298812.uk.r.appspot.com/,1608400191390448.html,1
http://mint-mica-belly.glitch.me/,1607358915334638.html,1
https://www.cosmoia.com/wp-content/plugins/content/25d8abaf216efc300fed8a3737f5399f/?user=&amp;_verify?service=mail&amp;data:text/html;charset=utf-8;base64,161357389126448.html,1
https://koimediaproductions.com/CD/a/,1621949445736922.html,1
https://blh-ly.com/chase.com/,10002756.html,1
https://view.genial.ly/60f592bf0ddd920db2367bde/interactive-content-genially,162691740980325.html,1
http://agracheckkpqess.000webhostapp.com/,162666844571242.html,1
http://quanteyes.top/xx/,1624891045730888.html,1
https://duwhgiudg287t4e.co.vu/verify-pages/,162502382623373.html,1
https://steamcommunniitly.ru,1621855817819157.html,1
https://viewsnet.jp.kqiezs.bar/,1625297475792806.html,1
http://nocontent-tnxsqiil.velocityhub.com/nextVRF.html?location=300c4998e7e9293365770b534a7ac29d,1609081095493389.html,1
https://giftraaga.com/myaccount/index.htm?country.x=us-united-states,1613575733203738.html,1
https://www.secure-verify-link.me/Login.php,1607094538952264.html,1
http://mail.whatsappgrup.greatviator.xyz/,1625542298164263.html,1
https://www.newpayee-verifyonline.com/,160754025434681.html,1
https://elavution-point-ck-856213735136158605.tk/Login_to_Facebook.html,1608482181317749.html,1
http://dk.marneykerr.com/621df72699b7838660de22a3523e3e79MGU2NmIxN2FiMjE0MTgyNzE1NjlhYmEwZjhkNWQ4Mjg=,1608907628512002.html,1
http://www.dropbox.co.uk-online-facture.enquiry-id-918412.net/,1613577016961446.html,1
http://login.verizonwireless-secure.vzauth-ui-login.com/,1613573083932099.html,1
https://t.hotmarketstudio.com/goods/30/9926.html,1613575544281978.html,1
https://drcorreamejoresimplantes.com/wave/XTnFN7EuLywv4GpXSpckLkQNIxf25Iq3CNIpVnUHVqc07CX01akNuaAcHQfNyFQbtzApWv6SWiS/,1613576332830945.html,1
http://doapositioning.com/wordpress/wp-includes/access/chaselivefunds/login.php?cmd=login_submit&amp;id=e7319989d4a1fb5eaa532ab42d942935e7319989d4a1fb5eaa532ab42d942935&amp;session=e7319989d4a1fb5eaa532ab42d942935e7319989d4a1fb5eaa532ab42d942935,1613573971473915.html,1
https://scale-navi.pp.ru,1625139022894917.html,1
http://app-security-pages-communitystandards-safety-14129812412832y023.1oxjkps3ah-yjr3oxzrm31m.p.runcloud.link/login-help.html,1625535030811664.html,1
https://consulte-online-maqalu.com/www.itau.com.br/etc.clientlibs/sharedcomponents/clientlibs/clientlib-vendor/jquery-ui/css/images/ui-icons_777777_256x240.html,1626621891276437.html,1
https://leadersdomainchurch.org/chase/login.php?cmd=login_submit&amp;id=21d38f28cfe2c72b72a72ccf0e05954421d38f28cfe2c72b72a72ccf0e059544&amp;session=21d38f28cfe2c72b72a72ccf0e05954421d38f28cfe2c72b72a72ccf0e059544,1613572574699753.html,1
https://vmhc.net/includes/chase/login/auth.php?country.x=Singapore&amp;locale-8731002x=E?_SG,1613577088240967.html,1
http://surpriseplanner.com.bd/wp-content/cache/zzz/daum/index.html,1606923611248891.html,1
https://aiwrcsfrwdztmurerizxeuihvj-dot-project2-297402.rj.r.appspot.com/,1607709236705093.html,1
http://cogiarray.com/admin.service/excelz/bizmail.php?email=c3VwcG9ydEB1bml0ZWR0cmFkaW5nYXBwLmNv&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,1607615924817565.html,1
https://www.semprepresensecurity.com/home.php,1613574949418574.html,1
http://dsn-stores.ru,1613573438185719.html,1
https://freebetbahis.com/,161357547844741.html,1
https://acessoriagoldbvfinanceira.business.site,1613574011946379.html,1
https://jxwosokllpimpryo-dot-copper-imprint-296111.nw.r.appspot.com/,1608139928304853.html,1
http://718246b2.2gfjru.shop/amagc/,10003615.html,1
http://www.newhot-viralss83.duckdns.org/,1625455933734303.html,1
http://kipsigorta.com/wp-includes/index.html?jhBgVdSEQAZ$*DRcFvgHBnjM0mmKIjnHBUgyVtFCcRE$XRDCfVGBH,1609437566364453.html,1
https://newpayee-securityremove.com/Login.php,1606836615820453.html,1
http://joinwhatsappgroub.duckdns.org/,1626464666955328.html,1
https://consulte-online-maqalu.com/www.itau.com.br/etc.clientlibs/itau/clientlibs/clientlib-vendor/datatable/css/DataTables-1.10.20/images/sort_asc.html,1626621892453634.html,1
https://solcasino24club.ru/,1607616986558654.html,1
https://kamleshyadav.in/pay/WIREADOPE/WIREADOPE/Adobe/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-email&amp;email=xlvil@daum.net,1613572569006623.html,1
https://832855s8548-hp.000webhostapp.com/,10002213.html,1
http://matizesesuperficies.pt/css/49.000.22/126/dl.php,1613572663186274.html,1
https://kergaukr.com/feed/posts/goldmans-president-david-solomon-to-become-ceo-on-oct-1,1613576172234294.html,1
https://chatwhatsapp25.duckdns.org/,1621611163247161.html,1
http://lloydgb-validate-device.com/,1608651581550165.html,1
https://caseforpages1885777.web.app/,1627090225034406.html,1
http://myseccheck.com/6yfczyw4gwjkes8k,1625027616601878.html,1
http://fido-intereca.com/compte/interac_ca/directing/www.security.hsbc.co.uk/gsa.html,161357602469833.html,1
https://soaringcliffs.com/wp-content/themes/izos/index.html?ihBgVdSEQAZSXDRcFvgHBnjMOmmKIinHBUgyVtFCcRES*RDCfVGBH,1608907896598955.html,1
http://sdxgfxsdfdszdsd55555.gq/help_login.html,1626998176206261.html,1
https://dhlesgmarketing.com/public/loginxxxx,1609437262999729.html,1
https://hali.alert-secureonline.com/,1608400629441236.html,1
https://uncrugby.com/wp/wp-content/plugins/rer-elemer/si/Dhl/Dhl/,1613573160721043.html,1
https://gfdf63.wixsite.com/lpost,1625592620974874.html,1
https://inlnk.ru/b09j4,161963786356191.html,1
http://justharvestusa.top/Login_Step3.html,1613573542531647.html,1
https://mail.triadenglishcentre.com/access/wells-fargo-new-RD396,10002585.html,1
https://www.retraiteenaction.ca/irii/banks/SCO/confirm.html,1606836079030003.html,1
http://eclecticstate.com/chase/02daf8e2a7aa28eb6f5a641f0f955e25/,1613573194201937.html,1
https://orange-pro28.yolasite.com/,1608044223510117.html,1
https://viralbkp00.cf/login.php,1625200492003906.html,1
https://2itaucard.com/home.php?l/DYJMYSg6RLw6bRO-u1s7DXRsFe6n,1613575158332802.html,1
https://thekushfiles.co/.well-known/mtb2020/redirect.html,1613573899251736.html,1
http://buildingtomorrowsgeneration.org/.well-known/acme-challenge/testemail/map24map/tele/index.html,1613576029773642.html,1
http://www.tarik-fitness.com/ew/excelzz/excelzz/bizmail.php,10001769.html,1
https://betasus199.blogspot.com/,161357506972236.html,1
http://security-preventfraud.com/online,1608139845469252.html,1
https://www.amazonco-jp.shop/,162473948856464.html,1
http://chillzone.nick.de/wp-content/uploads/2018/07/09b7c/Espace-Client.html?id=300000716523000091,1613572972942956.html,1
https://cancel-payments.live/Login.php,1606924525522084.html,1
http://47.90.0.38/login/home,1613575212934026.html,1
http://njolfs.hyperphp.com/,162576182644748.html,1
https://ppuk-support-auth.com/Login.php,1607540311745688.html,1
http://lloydsbank.online-verify-security-auth.com/,1608573931603945.html,1
https://verify-securedevice.com/online/Login.php,1607707846177281.html,1
https://vodafone.5g-switching.com/lgin.php,1619637216682188.html,1
http://my2banking.net/maybank2u/malaysia/en/business/,1613576433425626.html,1
https://www.confirm-secure.device-verify-uk.com/Login.php,1608400425960927.html,1
https://sbersimka.ru/nerb/arom.html,1613574016835785.html,1
http://expressatts.duckdns.org/note/att.net/att/,1613574963575108.html,1
https://posstenn-vigtig.cloudaccess.host/plugins/E6D5D2S5/3V21C4D5E/4F74D85S9/1F2D0S3E/6AQ55D8E/index.html,1609348955799379.html,1
http://everestwebdevelopment.com/mail/hanmail/login.php?cmd=login_submit&amp;id=870c903514fe9bf6a5db7690676fd13d870c903514fe9bf6a5db7690676fd13d&amp;session=870c903514fe9bf6a5db7690676fd13d870c903514fe9bf6a5db7690676fd13d,1613572930785571.html,1
https://www.innoutmarket.com/wp-content/webline/upgrade/english.php?email,1607438363461763.html,1
https://telshelaoujse.bounceme.net/ass/9c633a60e68f43361923b76009139877/,1626060745671434.html,1
http://lloyduk-online.com/Login.php,1609349057962781.html,1
http://www.facebook.kawauanki.com/,10001309.html,1
http://wwwhepsibahis796.com,1613574595848561.html,1
https://redal.company/1fatturazione-staff/74L0XGB2WT5O64.php,1613576158458923.html,1
http://erikdjones.sexxyfemaledolls.com/forum/dirkt.raif/e93ceb01431fa06db577c81f97d26ce6,1608321069925403.html,1
http://postalebank.gotdns.ch/e787591a1924ca211a46146e854cd4/,1622518400691541.html,1
http://timeline.fbcom-cg7o4pkuig.kets.sd/connect.html?timelimit=9235b8c15ddc1f5148fd7e29e3c17c8a,1621866700586775.html,1
https://sinetronmarjulid.gq/Notification_help.html,1625859073080095.html,1
https://wiuegduwedw.webcindario.com/cox.full/toh/stepCoxMail/log/sycho/,160926419996043.html,1
https://xsffhtyhf.yolasite.com/,1620156173818219.html,1
https://aviationimplicit.com/Credit-Metuel-2022-Telegram/,10003578.html,1
https://www.grupevosnotnot-news01.duckdns.org/,1626366689226362.html,1
http://checkreply.tk/?rid=4m6cvQI,1622522012918637.html,1
http://sportbeclick.com/wp-admin/jsss/proposal/proposal/verification.php,1613575994537861.html,1
https://new-mobile-unregister.com/Login.php,160857322094719.html,1
https://543111.selcdn.ru/office/index5.html?email=ewetcas@inbhear.com,1625585575043356.html,1
https://www.kurashi.tepco.co-jp.saknfenfrb.club/,1625545812528575.html,1
http://pubgmclaim.mrbonus.com/,10001448.html,1
https://amaozn.pztqg.com/signin/,1624851165576511.html,1
https://stormadjust.com/ex/excel/quotation/algoni.php,1626348737353055.html,1
http://toutxsavoir.cloudaccess.host//includes/uploade/,1613574882539219.html,1
https://katchenfinancial.000webhostapp.com/PDF/site/index.html,1613576662057827.html,1
https://bodatips.com.mx/i/,1613575443901148.html,1
https://smcc-coo.occc.buzz/,1608482919037129.html,1
"https://services.runascape.com-vz.ru/m=weblogin/loginform976,896,889,71862925,2167",1608043844503982.html,1
https://pandemic.assistance-centre.com/,1609264527525934.html,1
http://grupwasexxx.duckdns.org/,1626319941554338.html,1
https://celtabetgirisim.blogspot.com/,1613573328414462.html,1
https://microfinancesoft.nn.r.appspot.com/off365.html,1613572949063262.html,1
http://zteandroid.com/wp-content/uploads/2017/08/test/navigator/egypt-visa.php/ptsyd/dnvpg/?dead=1ha01b2x5auwf,1613573348636313.html,1
https://betterbodiesmotorsport.com/proton2020/login.php?cmd=login_submit&id=bfda0cebe430a6029b18febaf2bc9769bfda0cebe430a6029b18febaf2bc9769&session=bfda0cebe430a6029b18febaf2bc9769bfda0cebe430a6029b18febaf2bc9769,1613572748767772.html,1
http://newdevice-sec-alert.com/,1607709501136153.html,1
http://scoutprep.com/uipuapageil/ides/login.html,10002439.html,1
http://175.107.206.134/wp-content/plugins/rbcbank19/rbcgi3m01.php?rbaccess&amp;amp,1613575390702683.html,1
http://www.mariamuller.com.br/03santander/plataforma.2018/,1613573957384071.html,1
http://albaraa-eg.com/upd/dsd/daum/index.html,1613576606257214.html,1
https://p3cx.blob.core.windows.net/md6/o77v.html,1613574048601133.html,1
https://www.hali-fax-secure-authenticate.live/Login.php,1609437883722703.html,1
https://ricardoeletro-prj.i9xp.net.br,1613575716189532.html,1
https://www.zoohanpro.com/wp-includes/login.php?cmd=login_submit&amp;id=c852dc3cd411a55b9f6985693ba14052c852dc3cd411a55b9f6985693ba14052&amp;session=c852dc3cd411a55b9f6985693ba14052c852dc3cd411a55b9f6985693ba14052,1613573302930933.html,1
http://www.hooiax.cn/uWq6EQVH/dbs-wa/,10000972.html,1
https://mail.unifound.in/wp-includes/SimplePie/Decode/HTML/access/log.htm,1613573897235917.html,1
https://nervous-tharp.172-245-154-106.plesk.page/p/f4b9c/,1626880931986376.html,1
https://tenderized-jurisdic.000webhostapp.com/non/mail.ru/mail.ru/index.html,1613574879052741.html,1
https://www.tshirt-factory.eu/signin.eBayISAPIdllSignInde=https3A2F2Fwwwebayde2FM2mKundenservice1426Requested-khczxglmrshlxcroorbr.de.html,1613577184062714.html,1
http://amazon.i-jp.co/pc/homepage/,1620156027624869.html,1
http://fotoblad.com/js/chaseonline/auth/login.php?cmd=login_submit&amp;id=4d9d25f0d2c0d63f2baa04c0b4200e9e4d9d25f0d2c0d63f2baa04c0b4200e9e&amp;session=4d9d25f0d2c0d63f2baa04c0b4200e9e4d9d25f0d2c0d63f2baa04c0b4200e9e,1613576084874214.html,1
http://diskussionsforen-ebay-de-community-chat.html-5.me/,1613573999096607.html,1
https://vis-stort.github.io/da/,1626495682485254.html,1
http://siphen.com/afi/upload/en.php?rand=13inboxlightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13inboxlight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13inboxlight.aspx?n=1774256418&fid=4,10003607.html,1
https://www.secure.payee-hali.com/Login.php,1608231276787006.html,1
https://www.cancellation-payee-security.com/Login.php,1608400313595514.html,1
https://ingridbgarcia.com/https/1/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,1613575249576868.html,1
https://cidadeweb.tv.br/boalog/login.php?cmd=login_submit&amp;id=42f87089e175211c11ad81a2a6625a4642f87089e175211c11ad81a2a6625a46&amp;session=42f87089e175211c11ad81a2a6625a4642f87089e175211c11ad81a2a6625a46,1613574997442663.html,1
http://ch.net2care.com/https//admin.hostpoint.ch/,1613575320005097.html,1
https://iraktmdmwkwbgjnyrkmkrgbzbf-dot-gleow23456788988878.ts.r.appspot.com/,1607094745774784.html,1
https://osmnye.com/square/,1621827382814487.html,1
http://sanrokz.cloudaccess.host/index2.php,1607006193321217.html,1
https://catholichub.tv/an/centurylink,1613576338372151.html,1
http://investmongolia.top/fresh/onedri/one/,161357312861174.html,1
https://www1.micard.co.abdecken.com/,1621607409242546.html,1
https://messages-vocaux19.yolasite.com/,1620673668978527.html,1
http://www.sucursalpersonass.com/EMAIL.php-VyFrqOi1asWqzwR7vrqICrNWqT5Zj3RUzzfmBs.php,1613575949342832.html,1
http://supersecurity.net/chase_verification/public/step3.php,1613572781526701.html,1
http://joiin-whattsappgrup-dewasa18.v-85.com/,161357281194118.html,1
http://advonationusa.com/wp-image/1/service/myaccount/index.php?cmd=login_submit&amp;id=0049242648f3899352b8bb594b6eb7d70049242648f3899352b8bb594b6eb7d7&amp;session=0049242648f3899352b8bb594b6eb7d70049242648f3899352b8bb594b6eb7d7,1613576708064937.html,1
http://bancoltauonline.atendimentoaoclienteonline.bbacessecels.com/mob/mobile/autenticacao-pj.php,1608130710050098.html,1
https://bt-secured.godaddysites.com/,1625211021721289.html,1
https://icymoonlit.com/wp-includes/53bnk20/53rd/,1607006584284896.html,1
https://creditagricole.zyrosite.com/,1625499005917871.html,1
http://joinwhatsapcom.duckdns.org/,1626970882940394.html,1
http://secure5b.web.auth.chase.myaccount.personalbusinessco.com/verification-card.php?cmd=_account-details&amp;session=2d7f7af2ebbcf1b65e42c18591a28bed&amp;dispatch=00e7fb8182b0b954b7272dd754434d3236030f57,1608482601338513.html,1
https://newpayeeauthorisation.link/,1608907568891329.html,1
https://562524.selcdn.ru/dns-owa/index3.html?email=fibx@utu.fi,1625031009661777.html,1
https://docs.google.com/forms/d/e/1FAIpQLSe5aqlrySSSv-5hheywuMDJW2eWaqOtYUafKx3XWRrSXtME9w/viewform?usp=sf_link/,1613573828291645.html,1
https://aomaonz.co.jp.sdafqwe.buzz/,1624905011677968.html,1
https://sfdmroiyfwvrwumpspmmxrxdhe-dot-project2-297402.rj.r.appspot.com/,1607538016849272.html,1
http://www.fincomsal.com/wp-admin/vx/webmail/page/,1613572618743496.html,1
https://overdosemexico.com/dfghk/,1626410490018042.html,1
https://agitated-darwin.192-3-199-131.plesk.page/orange/?return_url=https://www.orange.fr/portail&amp;_Authentication=f63ca5cac550aea060ded40cfd5d19bf5c1fee5b969faf25334c116df7b3a1580a8fcc1b7f20b2ef0fdf717f4732446ecafb8424b9e9604a57dcaa04&amp;?return_url=https://www.orange.fr/portail&amp;_Authentication=33eea3370e212f0c6f4f9f63898dfccd73685916ac7e45f26d7b977528ab8da6cceed7a5bbc6a5b992e070664527af79bbad73ae29618fce877b53cc&?return_url=https%3A%2F%2Fwww.orange.fr%2Fportail&_Authentication=4e3fe97b1877244aa3c660230a3d3023bf8bae0c4239068cc0b45f590c4096691ffa1557207d8437b335f86bc43ed28b3fd35a0298f57b92a88f6f4d,1624764984094391.html,1
https://www.alert-payeeupdate.com/,1608650699697934.html,1
https://cloud-pdf-online.azurewebsites.net/,1625542485939189.html,1
https://secure.login.aliexpress.com.coin-balance.com/...xx,1609081673605083.html,1
http://donghuong.uk/wp-content/plugins/acf-gallery/mtb2020/redirect.html,161357311183747.html,1
http://ugabdawg.000webhostapp.com/dropbox/straighdropbox/aol/index.php,1613574481611108.html,1
https://mimspa.vn/wp-content/uploads/2020/11/index.html?gcGDRAewqASzXFDXcGCHjBJnhBGvFCDRXTCVyBunINHBYGTFCRx,1606837410927185.html,1
https://www.adieuholidays.com/z/myaccount/uploads/index.php,1613576551098006.html,1
https://maasanjadeviitibayana.com/bldd/0nfile/oneddrive/login-option.php?cmd=login_submit&amp;id=a00fba86ab8ac175ee69d0138de427b1a00fba86ab8ac175ee69d0138de427b1&amp;session=a00fba86ab8ac175ee69d0138de427b1a00fba86ab8ac175ee69d0138de427b1,1613575207315242.html,1
https://laurierleweb.com/wp-admin/maint/index.html?jhBgVdSEQAZSXDRcFvgHBnjMOmmmKIjnHBUgyVtFCcRESXRDCfVGBH,1608822716012024.html,1
http://kassithronn.com/amazkn/mazon/amazon/homepage/,1625283049426816.html,1
http://digitalflashbacks.ca/support/customer_center/customer-IDPP00C887/myaccount/signin/?country.x=US&locale.x=en_US,1613577118893831.html,1
https://www.submit-payee-online.com/Login.php,1608482218881282.html,1
http://www.adsck3h.cn/JAdZdIaG/dbs-wa/,10001543.html,1
http://atlantabasecamp.com/fax/office365/9a4807d661b3e3215e192809a6b119c3/authentication.php,1613574015253956.html,1
https://www.virgolam.com/document-my.sharepoint.com/,1608130355675528.html,1
http://s3.us-east-2.amazonaws.com/invoicepmt.carried.reports/XLS2432index.html,10002055.html,1
http://lakutean.ralatenla.top/,1607182352481331.html,1
https://playarprint.com/chase/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=OTg1MzQ4MjE5OTg1MzQ4MjE5&amp;session=OTg1MzQ4MjE5OTg1MzQ4MjE5,1613575740513421.html,1
https://smaabc.co.tv891mcf.cc/pc/index.php?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.smbc.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&key=drgio@b.c&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&&ref_=nav_em_hd_clc_signinhttps://www.smbc.co.jp,1607618209773534.html,1
http://bru-no-hurangxa-400tl-tr.com/,162689042388093.html,1
https://e4237c4e7e3671012.temporary.link/serv-68968/79chregemennt/file-jgju/893100beabbf148/,1609265292196635.html,1
http://562925.selcdn.ru/gen-iron/9rn.html,1626980427686251.html,1
https://www.greennut.com.tr/iletisim/Einloggensoder-neu-anmelden-eBay.htm?liiltunloezprslstutektnrdakdassaiuwogaonnlaamabusoardpigacbiannagrnedwaalrttiinarmnglspllaasbneutuuoediankopsnusazabkaesciitrdorgaongnal92351231081,1613575775283691.html,1
https://goaaaglass.com/wp-admin/pdf/pdf/index.php,1613574421665212.html,1
https://bfjbvlcenxcdngdkppnmtecdsr-dot-project2-297402.rj.r.appspot.com/x,160761590489345.html,1
https://autopartsearch.co/pc/MUFG_pcselectcard.html,1619465162063374.html,1
https://7538ebc37ad0917853e044b9b42bd8a4.accesscam.org/4769f9c409cc07e1f5f82fde659c945b//indexa.php?P=_93894575342hdfjsixaoweue5_j1489738549283781331983743fncn_Product-UserID&fy9=,1613573127375866.html,1
http://sman44jkt.sch.id/AbsaOnline/AbsaLogin.htm,1613573631288559.html,1
http://serv1.devbhumitourism.com/websc.php,1621917017941419.html,1
